Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Caribbean small states,CSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6033.241456,6317.431917,6602.381765,6911.323418,7187.567705,7482.539999,7817.021205,8144.295858,8414.378196,8825.987822,9300.646147,9647.577267,10113.60514,10901.87268,11601.90178,12323.23306,13534.02954,14283.92453,14692.58383,14180.77306,14461.64933,14824.1738,14778.90619,15021.5393,15138.1976,14836.10367,14785.42175,15238.58418,15727.03591,16050.53382,
Caribbean small states,CSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36255262254,38272948322,40359138290,42645291361,44759391934,46999255415,49491750012,51948814634,54052509844,57090690403,60579619172,63279385460,66800007955,72508039023,77697390918,83092073035,91870657196,97607669926,1.01E+11,98208263179,1.01E+11,1.04E+11,1.05E+11,1.07E+11,1.09E+11,1.07E+11,1.07E+11,1.11E+11,1.16E+11,1.19E+11,
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62E+11,2.43E+11,2.59E+11,2.73E+11,3.09E+11,3.93E+11,4.15E+11,4.09E+11,4.48E+11,4.34E+11,4.28E+11,4.68E+11,5.27E+11,6.33E+11,7.62E+11,8.85E+11,1.00E+12,1.26E+12,1.53E+12,1.29E+12,1.31E+12,1.45E+12,1.35E+12,1.42E+12,1.47E+12,1.29E+12,1.32E+12,1.46E+12,1.64E+12,1.66E+12,
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.688748741,-1.978816428,1.605781863,4.072510485,5.530895488,4.509986203,2.42175191,2.692141243,1.981728916,4.02322889,3.021838566,3.540405519,4.092045162,5.817152858,4.974623147,6.587180162,6.39011974,3.916179503,-3.444165669,1.566680383,3.247743933,0.77458531,1.253092629,3.043276707,3.927453613,3.046183032,4.787829715,4.416531724,3.690173574,
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2370.222309,2202.751756,2355.456725,2479.311856,2808.670348,3572.647466,3786.3073,3739.633476,4099.582742,3979.947303,3942.43818,4347.276316,4929.760469,5936.20961,7164.803283,8347.82284,9468.425951,12004.03179,14576.99141,12293.39198,12576.04184,13889.38578,13015.82872,13718.09775,14161.9073,12493.71382,12792.51412,14198.12986,15966.66834,16184.33201,
Central Europe and the Baltics,CEB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.465024774,-1.660113362,1.669981486,4.091741202,5.682037247,4.736928418,2.612870453,2.864807485,2.147603473,4.611340739,3.775682354,4.21830828,4.419659678,6.108188622,5.261511325,6.858685413,6.78763159,4.289147776,-3.258602412,1.935346177,3.492953023,1.006045697,1.469427305,3.259871715,4.167291805,3.30992388,5.04855329,4.621854551,3.850650473,
Central Europe and the Baltics,CEB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7087.465405,6644.204073,6676.416456,6947.477695,7384.188426,7966.227606,8369.205914,8686.44581,9079.737028,9378.917159,10003.89902,10786.28642,11611.06458,12306.55905,13450.80894,14288.16578,15881.33739,17717.75724,19650.63427,19689.31173,20750.03637,22153.15055,22972.82978,23970.93227,24984.9667,26091.07345,27753.14213,29927.55186,31739.72567,34136.1861,
Central Europe and the Baltics,CEB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85E+11,7.34E+11,7.35E+11,7.65E+11,8.12E+11,8.75E+11,9.17E+11,9.50E+11,9.92E+11,1.02E+12,1.08E+12,1.16E+12,1.24E+12,1.31E+12,1.43E+12,1.52E+12,1.68E+12,1.87E+12,2.06E+12,2.06E+12,2.17E+12,2.31E+12,2.39E+12,2.49E+12,2.59E+12,2.69E+12,2.86E+12,3.07E+12,3.25E+12,3.49E+12,
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1.53E+11,1.54E+11,1.57E+11,1.75E+11,2.02E+11,2.25E+11,2.51E+11,2.72E+11,3.00E+11,3.45E+11,4.07E+11,4.53E+11,5.62E+11,7.41E+11,8.53E+11,9.34E+11,1.03E+12,1.22E+12,1.54E+12,1.68E+12,1.81E+12,2.00E+12,1.96E+12,2.08E+12,2.23E+12,2.36E+12,3.08E+12,3.62E+12,4.35E+12,4.53E+12,4.74E+12,5.35E+12,5.84E+12,6.54E+12,7.31E+12,8.31E+12,8.00E+12,7.66E+12,6.87E+12,7.67E+12,8.30E+12,7.72E+12,7.84E+12,8.63E+12,9.68E+12,1.03E+13,1.10E+13,1.23E+13,1.41E+13,1.46E+13,1.70E+13,1.97E+13,2.11E+13,2.13E+13,2.20E+13,2.19E+13,2.27E+13,2.42E+13,2.63E+13,2.70E+13,
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.889090622,6.257303438,7.835708999,10.61596277,6.604195245,8.986485416,8.55215062,10.41321434,11.62242613,3.141498572,5.141912799,7.45248273,7.718729548,0.583666621,3.407803142,4.205792732,5.04909391,5.61271281,5.820885902,3.58964364,4.572205224,3.924378264,4.08979083,5.752881799,5.497451206,4.554107382,5.88231748,7.432626257,5.103510744,5.097787573,4.466997748,3.417359881,3.153458387,4.318092563,5.116092688,5.106815005,3.474310924,-0.086108289,3.010586954,4.898924319,2.691654293,3.621017642,4.270803761,5.180051094,5.06637,5.542396218,6.48084312,3.536390672,1.386451557,7.069892522,4.610477702,4.694137392,4.769819801,4.189864561,4.199749197,4.091404124,4.759699147,4.169998952,3.763356211,
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,147.2278544,147.151007,148.5034461,161.776914,181.6144522,197.5694532,215.2239495,227.6091156,244.7938828,274.5977629,315.6654448,341.9602422,414.5172646,534.4654697,602.2725571,647.046684,699.6234701,821.2104796,1020.931775,1091.875375,1162.767816,1262.725227,1217.48568,1275.435699,1346.113025,1399.47602,1800.758172,2080.695424,2463.56083,2526.025923,2599.118654,2893.456511,3120.428193,3446.984702,3808.016565,4276.224355,4073.061254,3854.102311,3417.918654,3779.701346,4052.343379,3736.2279,3765.784419,4108.71312,4574.633268,4848.234538,5105.557388,5672.542598,6498.487645,6647.743114,7697.992805,8861.458466,9420.497882,9466.235452,9703.284026,9598.278555,9857.980865,10467.70219,11316.76045,11526.73649,
East Asia & Pacific,EAS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.525512823,4.805026985,5.273256037,8.083443498,4.121052102,6.192358212,5.948403875,7.774785852,8.699843095,0.509442174,2.465837116,4.928481428,5.367749516,-1.551832013,1.466127267,2.486754003,3.436445984,4.022973471,4.222477025,2.077541483,3.01331869,2.251898047,2.442901702,4.185435904,3.921299908,2.922849392,4.172579335,5.708885839,3.479999357,3.538556461,2.995761722,2.077557324,1.879379569,3.042910985,3.867549002,3.891889687,2.320026197,-1.150052636,1.997832791,3.92609013,1.783398073,2.761779392,3.455533413,4.391686106,4.292934833,4.775574304,5.739959561,2.807178218,0.695438688,6.350628127,3.914141874,3.985232737,4.06138571,3.480617962,3.498032445,3.383555167,4.052959984,3.541778668,3.209646861,
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3214.543799,3460.507498,3684.360196,3924.9286,4208.619807,4524.942905,4844.079169,5098.021337,5095.11192,5333.015976,5734.45674,6032.782135,6406.616907,6823.870444,7406.331408,8059.482703,8845.744592,9781.833398,10408.85415,10809.82614,11732.33495,12620.67095,13466.26846,14173.56608,14695.65656,15114.12041,15607.37718,16334.37469,17399.66937,18443.48878,
East Asia & Pacific,EAS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86E+12,6.40E+12,6.90E+12,7.44E+12,8.08E+12,8.79E+12,9.52E+12,1.01E+13,1.02E+13,1.08E+13,1.17E+13,1.25E+13,1.33E+13,1.43E+13,1.57E+13,1.72E+13,1.90E+13,2.11E+13,2.27E+13,2.37E+13,2.59E+13,2.80E+13,3.01E+13,3.19E+13,3.33E+13,3.45E+13,3.59E+13,3.78E+13,4.05E+13,4.32E+13,
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2.45E+11,2.69E+11,2.99E+11,3.35E+11,3.73E+11,4.08E+11,4.45E+11,4.84E+11,5.19E+11,5.79E+11,6.43E+11,7.29E+11,8.80E+11,1.14E+12,1.30E+12,1.50E+12,1.57E+12,1.78E+12,2.18E+12,2.65E+12,2.96E+12,2.58E+12,2.49E+12,2.43E+12,2.33E+12,2.40E+12,3.36E+12,4.16E+12,4.58E+12,4.67E+12,5.88E+12,6.11E+12,6.74E+12,6.17E+12,6.51E+12,7.52E+12,7.61E+12,6.95E+12,7.15E+12,7.11E+12,6.48E+12,6.59E+12,7.17E+12,8.84E+12,1.01E+13,1.05E+13,1.12E+13,1.29E+13,1.41E+13,1.29E+13,1.26E+13,1.36E+13,1.26E+13,1.32E+13,1.35E+13,1.17E+13,1.20E+13,1.27E+13,1.37E+13,1.33E+13,
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.572480251,6.416884736,6.081967326,5.549700151,5.027108038,5.289952444,5.344310755,5.637142302,7.041706561,5.800743493,3.797668503,4.916659021,6.175770775,3.216475879,-0.751924477,5.028643422,3.083365334,3.130375699,3.844574583,2.154750837,0.51464879,0.716746833,1.382295913,2.368692649,2.309978069,2.508075244,2.543578798,4.31350844,4.102853264,3.584120039,2.623802264,1.394092548,-0.656763117,2.461403605,2.426411377,1.703680446,2.708636182,3.045275666,2.975610101,3.862616517,2.211884816,0.956412117,0.698735527,2.303670075,1.685591951,3.226920642,2.997535515,0.421088187,-4.501283557,2.133509092,1.686570264,-0.892120142,-0.252723021,1.401098519,2.113562951,1.912812898,2.539619844,1.920306097,1.281742016,
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,923.4242474,1005.280058,1106.569969,1230.225992,1355.993559,1468.912979,1589.450034,1714.842577,1828.764193,2027.728235,2237.32132,2521.881797,3026.071379,3903.56409,4401.790372,5077.577307,5275.337468,5976.590989,7289.063561,8793.517083,9806.320973,8489.913486,8197.397972,7981.072181,7642.633297,7836.780521,10971.13185,13532.29578,14833.18788,15086.94962,18900.36666,19541.70283,21455.42537,19556.58564,20586.99789,23696.93832,23915.77216,21810.28751,22380.50679,22213.18128,20165.78053,20432.38765,22109.18431,27134.7873,30948.71876,31936.04537,33767.09252,38666.73429,42177.82092,38423.21376,37567.13056,40613.87428,37598.04226,39102.91309,39857.29176,34381.55479,35142.31547,37095.12027,39965.84033,38925.66511,
Euro area,EMU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,5.609912346,5.436296152,5.091659461,4.587655015,4.086134213,4.418174448,4.594938519,4.933235834,6.325459362,5.226260894,3.22839935,4.212882323,5.503435391,2.630625824,-1.263151284,4.559418836,2.67222227,2.713599021,3.418799613,1.716043938,0.130638356,0.441555246,1.178307893,2.19713625,2.11645029,2.2530388,2.26086398,3.965899952,3.658968271,3.109899999,2.149405479,0.924847467,-1.062086255,2.164195468,2.163332869,1.440927001,2.464159338,2.8284265,2.710367411,3.522595695,1.819866777,0.465074705,0.154701622,1.742783439,1.161416324,2.745798406,2.46423306,-0.068455821,-4.810584273,1.893303012,1.908435305,-1.110157705,-0.590708031,1.053537346,1.804908353,1.615477033,2.334685833,1.71769604,1.05867768,
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16983.29121,17941.63877,18518.06929,18752.18769,19566.2139,20413.36944,21041.12106,21908.81709,22960.50025,23840.95017,25323.71309,26504.75452,27533.83871,27953.21245,29051.46179,30076.74712,32494.84741,34382.70722,35709.62981,34821.29081,35795.60234,37435.6766,37801.90603,38981.95278,39949.92374,41058.21372,43532.31908,45748.61085,47283.03595,49237.36689,
Euro area,EMU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.29E+12,5.61E+12,5.82E+12,5.92E+12,6.19E+12,6.47E+12,6.69E+12,6.98E+12,7.33E+12,7.64E+12,8.14E+12,8.55E+12,8.92E+12,9.11E+12,9.52E+12,9.91E+12,1.08E+13,1.14E+13,1.19E+13,1.17E+13,1.20E+13,1.26E+13,1.27E+13,1.31E+13,1.35E+13,1.39E+13,1.48E+13,1.56E+13,1.62E+13,1.69E+13,
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,7.35E+11,7.92E+11,8.28E+11,9.16E+11,1.02E+12,1.15E+12,1.38E+12,1.75E+12,1.98E+12,2.31E+12,2.40E+12,2.72E+12,3.33E+12,4.07E+12,4.60E+12,4.09E+12,3.94E+12,3.82E+12,3.68E+12,3.80E+12,5.19E+12,6.42E+12,7.14E+12,7.24E+12,8.85E+12,9.13E+12,9.79E+12,8.99E+12,9.40E+12,1.09E+13,1.11E+13,1.05E+13,1.08E+13,1.07E+13,1.00E+13,1.01E+13,1.11E+13,1.35E+13,1.57E+13,1.68E+13,1.81E+13,2.12E+13,2.33E+13,2.05E+13,2.10E+13,2.32E+13,2.24E+13,2.34E+13,2.37E+13,2.04E+13,2.04E+13,2.16E+13,2.31E+13,2.27E+13,
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.737882571,4.714500317,5.885966749,2.302663227,-0.751914214,4.531334489,2.852433831,3.097156914,3.686024215,1.555081781,0.512272707,0.94627116,1.916230238,2.66323211,2.761206971,2.770242072,3.053304079,4.187096884,3.551805942,2.318796213,0.41819244,-0.620312259,-0.842593808,1.065731556,2.125509115,1.765122409,2.920717312,2.594637083,2.91692853,4.274560064,2.287341926,1.69181687,1.832378149,3.250116777,2.768405742,3.976797023,3.677453525,1.028952089,-4.439124873,2.622468567,2.404684083,0.318386069,0.900190381,1.832642497,2.075784142,1.921193335,2.774833067,2.167933818,1.504683934,
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,1031.532124,1100.741152,1141.418606,1251.826543,1377.570331,1544.632413,1836.915889,2318.795312,2601.92637,3015.572339,3112.953944,3497.429152,4258.740206,5160.543829,5794.571615,5123.155275,4907.334104,4733.639292,4523.071014,4653.137447,6312.458605,7752.664525,8577.613127,8641.697651,10520.67219,10799.28935,11533.63949,10555.38065,11009.4322,12690.01745,12929.51447,12247.41034,12545.59568,12388.70776,11645.97473,11759.67881,12832.26396,15581.57769,18109.43336,19222.374,20752.63467,24159.81646,26415.00853,23138.56059,23604.68119,26109.25901,25068.32812,26071.85206,26301.08299,22551.60089,22371.68239,23597.42401,25171.42597,24696.33961,
Europe & Central Asia,ECS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,2.953951517,3.855994828,5.048165282,1.527020227,-1.476391741,3.786238066,2.152197629,2.407995214,2.994214941,0.865256815,-0.14982789,0.345261249,1.340840899,2.062113167,2.153364451,2.148949263,2.426233552,3.555376485,2.947734498,1.822490371,-0.042402641,-1.027700211,-1.197107906,0.816243341,1.951380175,1.602860333,2.763865546,2.459362244,2.794733468,4.158415312,2.160496068,1.504791476,1.564476381,2.942025267,2.456078488,3.655577322,3.305965073,0.62424748,-4.832429347,2.22287309,2.147466837,-0.088587157,0.420241814,1.342170362,1.591628934,1.451552463,2.361220941,1.796496749,1.150135659,
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11804.61824,12095.89883,12131.24149,12215.86727,12420.2587,12907.22135,13353.63979,13948.63301,14233.54744,14783.16377,15921.5723,16724.51157,17526.85562,18180.43907,19303.77585,20346.79726,22513.10908,24125.57867,25783.6428,25080.11911,26123.37009,27663.18532,28424.24551,29721.71359,30468.49784,30891.08695,32293.08774,34069.87487,35535.34435,36828.26771,
Europe & Central Asia,ECS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.93E+12,1.02E+13,1.03E+13,1.04E+13,1.06E+13,1.10E+13,1.14E+13,1.20E+13,1.22E+13,1.27E+13,1.37E+13,1.44E+13,1.51E+13,1.57E+13,1.68E+13,1.77E+13,1.97E+13,2.12E+13,2.27E+13,2.22E+13,2.32E+13,2.46E+13,2.54E+13,2.67E+13,2.75E+13,2.80E+13,2.94E+13,3.12E+13,3.26E+13,3.39E+13,
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,5.04E+11,5.47E+11,5.86E+11,6.54E+11,7.26E+11,8.21E+11,9.91E+11,1.28E+12,1.45E+12,1.69E+12,1.77E+12,2.01E+12,2.44E+12,2.95E+12,3.30E+12,2.88E+12,2.78E+12,2.70E+12,2.60E+12,2.68E+12,3.75E+12,4.63E+12,5.09E+12,5.20E+12,6.50E+12,6.73E+12,7.40E+12,6.76E+12,7.16E+12,8.30E+12,8.43E+12,7.73E+12,7.97E+12,7.92E+12,7.26E+12,7.39E+12,8.05E+12,9.91E+12,1.14E+13,1.19E+13,1.27E+13,1.47E+13,1.62E+13,1.47E+13,1.45E+13,1.57E+13,1.46E+13,1.53E+13,1.56E+13,1.35E+13,1.39E+13,1.47E+13,1.59E+13,1.56E+13,
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,3.660714769,4.786200619,6.033579125,3.097398953,-0.646518634,4.898386677,2.877300324,3.057805392,3.845045119,2.070873165,0.50208452,0.815903161,1.440685422,2.485144719,2.350606375,2.58624094,2.527361466,4.168544918,3.924203646,3.37021735,1.809376502,1.147449967,-0.565727203,2.653690461,2.663768367,1.894220062,2.663283069,3.018888612,2.960945008,3.903711387,2.188867053,1.123080812,0.927880698,2.603221838,1.930367002,3.495419274,3.154082413,0.64584514,-4.329825861,2.195382128,1.840318337,-0.74295681,-0.057509658,1.582201447,2.356600385,2.050405064,2.726316805,2.146790898,1.522885916,
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,1339.555877,1444.77891,1536.667461,1701.285947,1879.612459,2113.950964,2533.810679,3258.716828,3667.567926,4246.231644,4421.143298,4983.432367,6043.912902,7274.101488,8100.748759,7033.978557,6761.171709,6560.62439,6306.403439,6470.741905,9022.634712,11127.83311,12176.88237,12396.736,15459.35878,15963.68001,17497.45819,15924.47476,16828.50483,19464.22249,19749.95238,18087.09648,18613.61602,18475.65109,16908.72319,17183.62084,18680.55992,22920.89365,26262.06785,27330.99365,29068.60434,33549.52344,36912.06494,33359.78899,32931.63812,35716.27366,33158.79141,34564.11251,35243.20737,30473.74026,31162.69639,33029.98795,35659.75715,34843.29747,
European Union,EUU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,3.108488257,4.088595895,5.351947589,2.466067471,-1.236974524,4.333413975,2.378284735,2.58714834,3.38979214,1.614425686,0.090782508,0.486228673,1.175043786,2.247654584,2.105025936,2.301551993,2.225546937,3.83153987,3.572035748,3.024855961,1.507001123,0.852502976,-0.888450242,2.398384367,2.470048269,1.728686685,2.509315059,2.881291418,2.791519386,3.779526293,2.054086672,0.891603689,0.569839168,2.219252585,1.569591327,3.160040515,2.808167614,0.323625447,-4.555728979,2.053126415,2.021803535,-0.888888046,-0.299994549,1.328646627,2.133925661,1.834164722,2.578133946,1.999004449,1.356286692,
